benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
kenflashp08;abcdeep;uns;-1;1.16;0.51;174.2;abcsuperprove;uns;-1;0.83;0.12;35.5;avy;uns;-1;0.32;0.15;22.2;blimc;unk;1000;32.79;32.69;102.1;conpcheck;uns;-1;2.86;1.96;67.1;iimc;uns;-1;0.76;0.14;25.2;iprover;uns;-1;1.16;2.67;416.8;iproverdeep;time;1714;3600.05;10872.00;72565.3;nuxmv;uns;-1;0.69;0.55;95.5;nuxmvbmc;unk;1001;13.44;13.37;351.7;pdtravdeep;time;22;3600.18;13480.10;5630.6;pdtravthrd;uns;-1;1.30;0.86;468.2;shiftbmc;unk;1000;6.18;5.48;141.3;truss;uns;-1;0.37;0.11;40.6
kenflashp09;abcdeep;uns;-1;0.98;0.65;194.6;abcsuperprove;uns;-1;1.28;0.14;35.7;avy;uns;-1;1.22;0.12;22.7;blimc;unk;1000;65.36;64.78;149.1;conpcheck;uns;-1;2.45;1.95;66.6;iimc;uns;-1;0.66;0.10;26.4;iprover;uns;-1;2.28;8.69;759.7;iproverdeep;time;1930;3600.04;7250.49;43188.0;nuxmv;uns;-1;0.72;1.31;122.1;nuxmvbmc;unk;1001;33.96;33.07;627.2;pdtravdeep;time;97;3600.28;13470.85;6851.0;pdtravthrd;uns;-1;1.36;1.02;353.6;shiftbmc;unk;1000;7.89;7.28;123.6;truss;uns;-1;0.61;0.09;39.2
kenflashp10;abcdeep;uns;-1;0.68;0.63;226.2;abcsuperprove;uns;-1;0.42;0.13;35.5;avy;time;-1;3600.07;3599.68;42.3;blimc;uns;-1;0.96;0.20;4.4;conpcheck;uns;-1;2.77;1.75;36.8;iimc;uns;-1;0.99;0.05;41.4;iprover;unk;-1;5.08;18.00;593.1;iproverdeep;unk;-1;5.08;8.31;353.5;nuxmv;uns;-1;1.74;1.70;130.0;nuxmvbmc;unk;1001;14.21;13.75;494.4;pdtravdeep;time;840;3600.28;13473.42;8206.3;pdtravthrd;uns;-1;0.91;0.95;333.1;shiftbmc;unk;1000;1.04;0.48;22.9;truss;uns;-1;0.89;0.15;45.7
kenflashp13;abcdeep;uns;-1;1.10;1.03;228.3;abcsuperprove;uns;-1;0.98;0.08;28.5;avy;time;-1;3600.09;3599.51;30.2;blimc;uns;-1;0.58;0.00;0.0;conpcheck;uns;-1;2.68;1.77;36.0;iimc;uns;-1;0.41;0.00;0.0;iprover;unk;-1;0.99;0.00;11.2;iproverdeep;unk;-1;0.91;0.00;11.1;nuxmv;uns;-1;0.84;0.16;71.8;nuxmvbmc;unk;1001;7.75;7.05;289.9;pdtravdeep;uns;-1;0.88;0.59;58.6;pdtravthrd;uns;-1;1.59;0.59;58.6;shiftbmc;unk;1000;1.12;0.28;22.0;truss;uns;-1;0.75;0.03;33.5
mentorbm1and;abcdeep;sat;11;1.86;2.42;328.2;abcsuperprove;sat;11;1.47;1.40;674.9;avy;sat;11;3.27;2.22;159.0;blimc;sat;11;5.88;5.19;20.5;conpcheck;sat;11;12.04;27.69;129.8;iimc;sat;11;28.87;38.84;437.7;iprover;sat;11;57.03;392.39;12860.0;iproverdeep;sat;11;66.31;261.27;7949.5;nuxmv;sat;11;1.53;3.48;314.7;nuxmvbmc;sat;11;1.85;0.86;95.7;pdtravdeep;sat;11;30.86;31.03;911.8;pdtravthrd;sat;11;30.51;70.64;1441.6;shiftbmc;sat;11;4.62;4.28;50.3;truss;sat;11;3.89;8.81;413.9
mentorbm1or;abcdeep;uns;-1;2.50;1.88;301.5;abcsuperprove;uns;-1;0.86;0.42;47.0;avy;time;-1;3600.03;3597.63;44.1;blimc;unk;1000;339.48;338.77;2809.3;conpcheck;uns;-1;2.38;1.96;67.3;iimc;uns;-1;4.32;3.69;79.3;iprover;uns;-1;17.29;69.95;3444.4;iproverdeep;unk;2;18.35;40.76;2139.3;nuxmv;uns;-1;1.97;5.46;366.0;nuxmvbmc;unk;1001;118.39;117.34;5388.2;pdtravdeep;uns;-1;27.51;27.39;181.3;pdtravthrd;uns;-1;3.48;2.89;233.5;shiftbmc;unk;1000;4.76;4.57;37.4;truss;uns;-1;1.46;3.02;290.6
mentorbm1p02;abcdeep;uns;-1;2.31;1.83;297.2;abcsuperprove;uns;-1;1.47;0.61;529.7;avy;uns;-1;3.06;2.23;39.3;blimc;unk;1000;678.48;677.76;3198.2;conpcheck;uns;-1;2.72;2.05;94.7;iimc;uns;-1;14.99;17.35;261.7;iprover;uns;-1;9.84;60.58;3198.6;iproverdeep;time;1185;3600.06;7251.82;104216.5;nuxmv;uns;-1;1.80;3.88;302.2;nuxmvbmc;unk;1001;102.41;101.85;3958.0;pdtravdeep;uns;-1;27.53;26.89;180.0;pdtravthrd;uns;-1;28.01;27.19;299.2;shiftbmc;unk;1000;17.56;16.59;2258.8;truss;uns;-1;3.47;6.76;392.1
mutexp0;abcdeep;sat;7;8.26;0.16;42.1;abcsuperprove;sat;7;0.63;0.10;45.7;avy;sat;7;1.21;0.19;92.1;blimc;sat;7;0.38;0.00;0.0;conpcheck;sat;16;2.42;0.10;67.8;iimc;sat;7;0.12;0.00;0.0;iprover;sat;7;1.15;1.90;331.9;iproverdeep;sat;7;1.43;0.72;188.3;nuxmv;sat;7;0.91;0.00;0.0;nuxmvbmc;sat;7;0.28;0.00;0.0;pdtravdeep;sat;7;3.53;0.87;454.2;pdtravthrd;sat;7;3.65;1.45;852.8;shiftbmc;sat;7;1.08;0.00;0.0;truss;sat;7;0.35;0.00;0.0
ndista128;abcdeep;uns;-1;8.44;3.58;389.1;abcsuperprove;uns;-1;0.31;0.10;35.2;avy;uns;-1;1.39;1.07;242.7;blimc;unk;1000;3.51;2.89;5.1;conpcheck;uns;-1;2.68;2.07;75.1;iimc;uns;-1;0.22;0.00;0.0;iprover;uns;-1;1762.57;8840.75;107172.1;iproverdeep;time;1098;3600.10;12658.52;127711.1;nuxmv;uns;-1;0.92;0.90;84.2;nuxmvbmc;unk;1001;0.50;0.17;37.5;pdtravdeep;time;2324;3600.07;5739.17;1099.6;pdtravthrd;uns;-1;1.51;1.02;277.6;shiftbmc;unk;1000;1.65;0.68;29.7;truss;uns;-1;0.91;2.33;73.7
neclabakery001;abcdeep;uns;-1;3.61;19.26;550.1;abcsuperprove;uns;-1;1.90;6.73;727.1;avy;uns;-1;2.94;4.35;283.6;blimc;time;278;3600.10;3598.84;81.6;conpcheck;uns;-1;4.19;8.49;82.0;iimc;uns;-1;2.40;10.79;45.0;iprover;time;149;3600.09;22267.02;95866.2;iproverdeep;time;150;3600.09;11961.83;67615.2;nuxmv;uns;-1;5.78;18.93;113.4;nuxmvbmc;time;537;3600.09;3600.16;338.2;pdtravdeep;time;-1;3600.16;14325.79;4688.5;pdtravthrd;uns;-1;4.80;18.86;973.8;shiftbmc;unk;1000;72.21;71.58;260.4;truss;uns;-1;4.33;15.09;95.7
neclaftp4002;abcdeep;uns;-1;6.45;29.01;4236.3;abcsuperprove;uns;-1;0.88;0.10;33.2;avy;uns;-1;1.07;0.63;46.4;blimc;unk;1000;44.96;44.78;573.0;conpcheck;uns;-1;9.93;23.43;161.3;iimc;uns;-1;0.48;0.30;43.5;iprover;time;1089;3600.21;12202.16;127720.2;iproverdeep;time;1321;3600.04;10709.52;113531.3;nuxmv;uns;-1;0.25;0.06;79.0;nuxmvbmc;unk;1001;0.61;0.05;16.4;pdtravdeep;uns;-1;630.22;2482.98;857.9;pdtravthrd;uns;-1;3.71;3.29;253.4;shiftbmc;unk;1000;58.58;57.58;782.0;truss;uns;-1;10.26;39.36;451.8
neclaftp5001;abcdeep;uns;-1;6.88;0.88;208.5;abcsuperprove;uns;-1;1.15;0.12;46.4;avy;uns;-1;1.22;0.12;36.1;blimc;unk;1000;1.01;0.09;6.1;conpcheck;uns;-1;3.01;1.95;62.7;iimc;uns;-1;0.61;0.00;0.0;iprover;uns;-1;0.91;0.30;155.5;iproverdeep;unk;2;1.26;0.18;85.3;nuxmv;uns;-1;1.01;0.00;0.0;nuxmvbmc;unk;1001;0.71;0.27;35.7;pdtravdeep;uns;-1;644.37;2535.43;845.1;pdtravthrd;uns;-1;1.08;0.93;202.6;shiftbmc;unk;1000;12.52;11.48;203.6;truss;uns;-1;0.68;0.00;0.0
neclatcas1a001;abcdeep;time;22505347;3601.41;10429.43;127704.0;abcsuperprove;uns;-1;1.17;0.11;34.1;avy;uns;-1;0.57;0.24;22.6;blimc;unk;1000;17.62;16.58;169.9;conpcheck;uns;-1;21.39;57.37;149.9;iimc;uns;-1;0.61;0.00;0.0;iprover;uns;-1;1.79;6.81;600.0;iproverdeep;time;107;3600.04;7247.35;14704.0;nuxmv;uns;-1;0.39;0.13;83.8;nuxmvbmc;unk;1001;3.45;3.17;75.9;pdtravdeep;uns;-1;641.50;2524.62;815.3;pdtravthrd;uns;-1;1.96;1.03;356.7;shiftbmc;unk;1000;11.74;10.88;168.3;truss;uns;-1;2.72;8.07;170.6
nusmvbrp;abcdeep;uns;-1;9.10;8.72;357.9;abcsuperprove;uns;-1;2.49;11.79;686.3;avy;uns;-1;1.87;3.15;188.8;blimc;time;109;3600.05;3599.59;63.2;conpcheck;uns;-1;2.54;2.18;79.9;iimc;uns;-1;2.36;13.04;41.9;iprover;time;37;3600.11;25332.31;36278.9;iproverdeep;time;36;3600.05;14488.63;31956.1;nuxmv;uns;-1;1.32;3.29;90.3;nuxmvbmc;time;54;3600.03;3599.61;186.0;pdtravdeep;time;-1;3600.12;14391.37;1306.4;pdtravthrd;uns;-1;4.47;16.02;909.5;shiftbmc;time;485;3600.09;3599.08;1584.0;truss;uns;-1;3.41;11.48;106.4
nusmvdme216;abcdeep;time;115;3600.08;28781.71;2555.0;abcsuperprove;time;-1;3600.07;42603.78;9723.0;avy;time;-1;3600.07;14393.57;3069.3;blimc;time;106;3600.04;3599.43;121.1;conpcheck;time;81;3600.11;10796.92;363.4;iimc;time;198;3600.13;28144.06;2440.3;iprover;time;62;3600.04;25349.93;92175.3;iproverdeep;time;57;3600.07;14484.32;63532.3;nuxmv;time;97;3600.07;14396.17;858.4;nuxmvbmc;time;97;3600.06;3599.25;433.3;pdtravdeep;time;-1;3600.15;14378.16;5820.3;pdtravthrd;time;-1;3600.29;21262.13;8342.5;shiftbmc;time;103;3600.05;3598.71;599.5;truss;time;72;3600.19;10827.13;2959.8
nusmvguidancep1;abcdeep;uns;-1;1.51;0.45;165.1;abcsuperprove;uns;-1;0.68;0.47;498.4;avy;uns;-1;0.50;0.33;88.6;blimc;time;776;3600.04;3599.91;390.5;conpcheck;uns;-1;2.73;1.95;69.6;iimc;uns;-1;1.30;1.55;53.8;iprover;uns;-1;4.43;26.88;1153.2;iproverdeep;time;347;3600.10;7245.57;57638.3;nuxmv;uns;-1;1.52;0.96;103.4;nuxmvbmc;unk;1001;20.55;20.24;515.0;pdtravdeep;time;225;3600.22;13474.51;6199.3;pdtravthrd;uns;-1;2.06;3.61;960.8;shiftbmc;unk;1000;16.35;15.86;316.3;truss;uns;-1;1.16;1.55;80.1
nusmvreactorp3;abcdeep;uns;-1;1.35;1.02;224.7;abcsuperprove;uns;-1;1.21;0.42;488.3;avy;uns;-1;0.98;0.14;61.7;blimc;unk;1000;44.75;43.98;192.8;conpcheck;uns;-1;2.48;2.06;75.4;iimc;uns;-1;0.37;0.70;41.8;iprover;uns;-1;2.02;6.33;551.9;iproverdeep;time;1074;3600.11;3623.63;34932.1;nuxmv;uns;-1;0.57;0.18;73.7;nuxmvbmc;unk;1001;9.03;8.25;319.9;pdtravdeep;time;3120;3600.19;13485.37;5751.2;pdtravthrd;uns;-1;1.67;0.95;284.6;shiftbmc;unk;1000;2.31;2.08;210.2;truss;uns;-1;0.57;0.59;54.6
nusmvreactorp5;abcdeep;uns;-1;0.92;0.49;172.9;abcsuperprove;uns;-1;1.26;0.12;44.1;avy;uns;-1;0.80;0.14;22.4;blimc;unk;1000;1515.40;1515.04;221.8;conpcheck;uns;-1;2.72;1.75;66.0;iimc;uns;-1;1.03;0.10;27.1;iprover;uns;-1;1.20;2.35;383.6;iproverdeep;time;1730;3600.10;7249.92;75444.0;nuxmv;uns;-1;0.30;0.13;73.2;nuxmvbmc;time;897;3600.03;3599.26;477.7;pdtravdeep;time;1010;3600.44;13484.86;11458.4;pdtravthrd;uns;-1;0.92;0.90;264.5;shiftbmc;unk;1000;3.24;2.38;203.2;truss;uns;-1;0.15;0.00;0.0
nusmvsyncarb5p2;abcdeep;uns;-1;8.56;0.79;211.1;abcsuperprove;uns;-1;0.90;0.10;49.2;avy;uns;-1;1.53;0.19;57.9;blimc;unk;1000;1.10;0.70;4.5;conpcheck;uns;-1;2.67;2.05;65.2;iimc;uns;-1;0.48;0.00;0.0;iprover;time;691;3600.31;9933.45;127705.1;iproverdeep;time;704;3600.14;9300.57;127705.2;nuxmv;uns;-1;0.84;0.05;15.3;nuxmvbmc;unk;1001;1.71;1.07;42.6;pdtravdeep;time;26535;3600.10;6415.44;2288.7;pdtravthrd;uns;-1;0.90;0.74;366.8;shiftbmc;unk;1000;12.63;11.78;28.3;truss;uns;-1;0.42;0.00;0.0
nusmvtcasp3;abcdeep;uns;-1;101.95;800.90;1697.8;abcsuperprove;uns;-1;0.99;1.88;693.3;avy;uns;-1;45.93;176.99;464.5;blimc;time;739;3600.06;3599.64;542.3;conpcheck;uns;-1;179.70;450.39;229.1;iimc;uns;-1;38.78;301.12;246.7;iprover;uns;-1;3.46;18.87;950.0;iproverdeep;unk;8;35.13;49.22;926.9;nuxmv;uns;-1;10.60;38.49;371.4;nuxmvbmc;unk;1001;78.99;78.76;790.2;pdtravdeep;time;1151;3600.25;13479.39;6666.2;pdtravthrd;uns;-1;2.79;3.52;995.1;shiftbmc;unk;1000;540.19;539.29;494.5;truss;uns;-1;116.22;378.73;384.5
oc8051gm03acc;abcdeep;time;100;3600.07;28634.88;2703.5;abcsuperprove;time;-1;3600.05;42053.02;3759.4;avy;uns;-1;1222.44;4879.42;1230.2;blimc;time;51;3600.10;3599.60;153.0;conpcheck;time;32;3600.12;10797.80;305.6;iimc;time;66;3600.06;28756.85;1344.1;iprover;time;121;3600.11;24329.49;104253.4;iproverdeep;time;51;3600.11;14493.08;77146.2;nuxmv;time;77;3600.06;14396.54;802.6;nuxmvbmc;time;81;3600.10;3599.25;612.3;pdtravdeep;time;-1;3600.14;14380.98;4777.9;pdtravthrd;time;-1;3600.25;17847.22;5934.7;shiftbmc;time;53;3600.11;3599.13;435.7;truss;time;25;3600.17;10838.60;1925.6
oc8051gm06iram;abcdeep;time;49;3600.07;28647.36;2189.5;abcsuperprove;time;-1;3600.03;42140.88;3262.5;avy;time;-1;3600.11;14392.29;1240.8;blimc;time;39;3600.11;3599.29;133.5;conpcheck;time;25;3600.08;10798.55;319.8;iimc;time;38;3600.07;28756.50;1164.1;iprover;time;37;3600.07;21734.19;89363.4;iproverdeep;time;38;3600.10;10610.53;65986.6;nuxmv;time;16;3600.11;14398.33;655.6;nuxmvbmc;time;44;3600.11;3598.92;417.6;pdtravdeep;time;-1;3600.28;14377.53;6835.2;pdtravthrd;time;-1;3600.37;19340.56;10308.9;shiftbmc;time;32;3600.05;3599.10;418.4;truss;time;21;3600.08;10828.68;1815.8
oc8051gm0caddr;abcdeep;uns;-1;2240.50;17725.29;9507.2;abcsuperprove;uns;-1;63.30;570.44;1073.1;avy;uns;-1;300.36;1192.78;916.1;blimc;time;83;3600.05;3599.09;264.9;conpcheck;time;133;3600.08;10797.71;675.3;iimc;time;588;3600.10;28756.62;2519.0;iprover;time;214;3600.08;22485.06;127687.6;iproverdeep;time;272;3600.11;13041.84;110194.3;nuxmv;uns;-1;293.09;1169.45;804.5;nuxmvbmc;time;739;3600.06;3599.05;3125.5;pdtravdeep;time;-1;3600.61;13471.07;11236.6;pdtravthrd;uns;-1;615.81;3029.51;3230.1;shiftbmc;time;515;3600.09;3599.30;3152.7;truss;time;36;3600.13;10827.26;2214.0
oc8051gm12data;abcdeep;uns;-1;1843.88;14561.06;7328.7;abcsuperprove;uns;-1;58.74;513.37;1039.3;avy;uns;-1;339.83;1350.16;881.7;blimc;time;77;3600.11;3599.55;263.5;conpcheck;time;119;3600.05;10797.44;631.6;iimc;time;513;3600.13;28756.94;2365.9;iprover;time;172;3600.09;24861.78;127692.4;iproverdeep;time;245;3600.05;14490.32;111205.4;nuxmv;uns;-1;465.41;1858.33;1101.9;nuxmvbmc;time;637;3600.02;3598.99;3121.2;pdtravdeep;time;-1;3600.51;13472.95;11238.3;pdtravthrd;uns;-1;380.01;1644.48;2344.1;shiftbmc;time;444;3600.12;3598.96;2255.2;truss;time;33;3600.17;10829.41;2160.1
oc8051gm15addr;abcdeep;time;1146;3600.05;28616.74;15657.1;abcsuperprove;uns;-1;103.77;585.07;1222.0;avy;uns;-1;218.94;866.11;847.5;blimc;time;76;3600.10;3599.03;267.6;conpcheck;time;156;3600.09;10798.50;745.2;iimc;time;529;3600.14;28748.01;2508.6;iprover;time;195;3600.17;21965.86;127692.5;iproverdeep;time;234;3600.09;12132.90;98922.4;nuxmv;uns;-1;379.47;1515.19;1074.8;nuxmvbmc;time;667;3600.06;3599.09;4040.9;pdtravdeep;time;-1;3600.75;13463.74;11888.8;pdtravthrd;uns;-1;317.35;1527.56;2268.2;shiftbmc;time;586;3600.07;3599.28;2609.8;truss;time;35;3600.18;10827.87;2165.0
oc8051gm1edata;abcdeep;uns;-1;1863.51;14720.74;9352.3;abcsuperprove;uns;-1;61.45;545.10;1091.8;avy;uns;-1;220.06;870.73;775.7;blimc;time;84;3600.04;3599.71;261.1;conpcheck;time;157;3600.10;10798.25;764.3;iimc;time;620;3600.08;28752.33;2715.8;iprover;time;150;3600.13;25320.61;127584.4;iproverdeep;time;143;3600.02;14489.90;94756.5;nuxmv;uns;-1;398.35;1590.63;1081.7;nuxmvbmc;time;747;3600.05;3599.34;3327.9;pdtravdeep;time;-1;3600.61;13470.47;12622.0;pdtravthrd;uns;-1;975.98;4220.00;4738.5;shiftbmc;time;623;3600.11;3599.34;3171.0;truss;time;34;3600.18;10829.07;2302.2
oc8051gm2daddr;abcdeep;time;1043;3600.02;28598.55;12505.8;abcsuperprove;uns;-1;60.95;548.36;1074.9;avy;uns;-1;349.34;1388.30;1153.5;blimc;time;81;3600.09;3599.18;270.5;conpcheck;time;139;3600.05;10797.56;751.7;iimc;time;619;3600.10;28754.73;2797.9;iprover;time;199;3600.09;17996.61;126066.4;iproverdeep;time;238;3600.02;14491.23;112567.4;nuxmv;uns;-1;339.81;1356.31;973.3;nuxmvbmc;time;742;3600.04;3599.13;3561.9;pdtravdeep;time;-1;3600.59;13474.50;11280.3;pdtravthrd;uns;-1;851.80;4277.85;4368.3;shiftbmc;time;504;3600.08;3599.51;2589.8;truss;time;34;3600.18;10827.27;2130.1
oc8051gm36addr;abcdeep;time;1002;3600.03;28621.21;13138.0;abcsuperprove;uns;-1;58.12;505.19;1050.9;avy;uns;-1;192.87;762.17;794.5;blimc;time;82;3600.05;3599.05;277.1;conpcheck;time;173;3600.08;10798.59;848.2;iimc;time;587;3600.07;28757.35;2522.3;iprover;time;220;3600.20;21454.65;120258.1;iproverdeep;time;140;3600.07;14490.02;100064.0;nuxmv;uns;-1;407.82;1628.40;1072.3;nuxmvbmc;time;697;3600.03;3599.40;3570.3;pdtravdeep;time;-1;3600.62;13471.94;11088.6;pdtravthrd;uns;-1;636.29;3042.28;3137.8;shiftbmc;time;677;3600.04;3598.82;3388.9;truss;time;35;3600.12;10827.00;2173.6
oc8051gm3apc;abcdeep;time;74;3600.09;28648.40;2240.3;abcsuperprove;uns;-1;253.23;2683.69;1282.1;avy;time;-1;3600.06;14392.22;1409.0;blimc;time;44;3600.08;3599.25;156.6;conpcheck;time;30;3600.11;10798.24;305.7;iimc;time;60;3600.10;28754.29;1241.1;iprover;time;63;3600.08;22385.86;83220.4;iproverdeep;time;44;3600.06;14489.14;72837.6;nuxmv;uns;-1;1465.88;5860.98;589.6;nuxmvbmc;time;60;3600.12;3599.37;565.9;pdtravdeep;time;-1;3600.18;14380.91;4442.6;pdtravthrd;time;-1;3600.17;19961.71;5605.6;shiftbmc;time;50;3600.04;3598.98;406.8;truss;time;23;3600.08;10829.74;1838.2
oc8051gm3bacc;abcdeep;time;59;3600.06;28643.63;2164.3;abcsuperprove;time;-1;3600.05;41450.54;3717.0;avy;time;-1;3600.05;14391.46;1438.2;blimc;time;44;3600.07;3599.65;164.5;conpcheck;time;26;3600.10;10798.33;374.0;iimc;time;56;3600.04;28757.85;1349.4;iprover;time;111;3600.12;25339.15;100749.4;iproverdeep;time;46;3600.02;14489.05;77046.4;nuxmv;time;54;3600.09;14397.85;800.9;nuxmvbmc;time;55;3600.03;3599.28;557.7;pdtravdeep;time;-1;3600.27;14382.92;4543.2;pdtravthrd;time;-1;3600.20;20135.40;5578.1;shiftbmc;time;32;3600.09;3599.43;500.0;truss;time;22;3600.18;10834.33;1781.9
oc8051gm3dpc;abcdeep;time;83;3600.07;28645.41;2545.4;abcsuperprove;uns;-1;438.25;5093.78;1552.6;avy;uns;-1;3222.94;12882.90;1453.8;blimc;time;45;3600.07;3599.39;157.1;conpcheck;time;29;3600.11;10798.20;295.6;iimc;time;66;3600.07;28752.64;1296.8;iprover;time;52;3600.04;25335.26;106047.8;iproverdeep;time;53;3600.11;14492.12;75911.5;nuxmv;uns;-1;1431.01;5721.86;596.0;nuxmvbmc;time;71;3600.04;3599.27;585.9;pdtravdeep;time;-1;3600.22;14380.31;4299.0;pdtravthrd;uns;-1;2758.33;13527.52;5009.7;shiftbmc;time;47;3600.07;3599.61;387.3;truss;time;23;3600.09;10829.34;2241.4
oc8051gm3facc;abcdeep;time;58;3600.09;28646.76;2237.7;abcsuperprove;time;-1;3600.09;42073.87;3411.6;avy;time;-1;3600.06;14392.53;1457.6;blimc;time;45;3600.08;3599.17;151.7;conpcheck;time;26;3600.07;10798.33;364.5;iimc;time;58;3600.04;28755.27;1201.8;iprover;time;102;3600.14;25259.84;108244.8;iproverdeep;time;42;3600.05;14491.47;82865.7;nuxmv;time;59;3600.06;14397.82;837.5;nuxmvbmc;time;60;3600.06;3599.13;570.7;pdtravdeep;time;-1;3600.18;14382.36;4321.3;pdtravthrd;uns;-1;1995.36;11324.91;4189.3;shiftbmc;time;37;3600.03;3599.42;513.1;truss;time;22;3600.10;10833.99;1928.5
oc8051gm43acc;abcdeep;time;40;3600.05;28633.45;2113.4;abcsuperprove;time;-1;3600.05;41821.36;3773.3;avy;time;-1;3600.10;14393.51;1430.7;blimc;time;34;3600.08;3599.70;125.2;conpcheck;time;25;3600.03;10799.04;332.0;iimc;time;34;3600.04;28750.30;1230.4;iprover;time;31;3600.12;22869.35;99611.6;iproverdeep;time;30;3600.04;12121.07;72369.5;nuxmv;time;37;3600.09;14397.75;715.0;nuxmvbmc;time;37;3600.12;3599.23;455.5;pdtravdeep;time;-1;3600.37;14375.78;7046.6;pdtravthrd;time;-1;3600.30;20955.06;8078.3;shiftbmc;time;30;3600.09;3599.04;466.3;truss;time;21;3600.17;10830.47;1937.4
oc8051gm49acc;abcdeep;time;73;3600.09;28626.57;2318.7;abcsuperprove;time;-1;3600.06;42105.64;3536.4;avy;time;-1;3600.11;14392.56;1556.5;blimc;time;50;3600.08;3599.66;173.9;conpcheck;time;30;3600.03;10798.54;355.8;iimc;time;61;3600.08;28755.00;1369.3;iprover;time;82;3600.11;25352.53;106337.0;iproverdeep;time;47;3600.05;14491.07;77393.8;nuxmv;time;70;3600.06;14396.48;802.0;nuxmvbmc;time;71;3600.04;3599.07;540.3;pdtravdeep;time;-1;3600.17;14379.63;4347.9;pdtravthrd;time;-1;3600.25;18835.52;6428.0;shiftbmc;time;44;3600.06;3599.47;426.4;truss;time;24;3600.09;10828.78;1916.5
oc8051gm49pc;abcdeep;time;68;3600.11;28652.01;2408.2;abcsuperprove;uns;-1;232.94;2345.74;1234.5;avy;time;-1;3600.04;14390.97;1430.3;blimc;time;46;3600.03;3599.42;154.5;conpcheck;time;29;3600.02;10796.84;316.6;iimc;time;58;3600.07;28753.90;1227.5;iprover;time;49;3600.08;25328.09;105834.5;iproverdeep;time;50;3600.09;14492.33;75928.1;nuxmv;uns;-1;2559.42;10234.02;706.8;nuxmvbmc;time;59;3600.06;3598.77;521.6;pdtravdeep;time;-1;3600.22;14381.92;3491.7;pdtravthrd;time;-1;3600.20;20079.27;6195.1;shiftbmc;time;47;3600.06;3599.18;433.5;truss;time;23;3600.15;10828.48;1767.5
oc8051gm4biram;abcdeep;time;72;3600.03;28631.59;2644.0;abcsuperprove;uns;-1;800.88;9756.55;2255.5;avy;uns;-1;1668.27;6663.32;1366.9;blimc;time;52;3600.06;3599.02;170.3;conpcheck;time;39;3600.03;10797.34;381.4;iimc;time;65;3600.08;28753.54;1219.9;iprover;time;91;3600.05;25350.46;108538.9;iproverdeep;time;49;3600.11;14492.85;77151.3;nuxmv;time;63;3600.04;14396.19;836.3;nuxmvbmc;time;63;3600.08;3599.34;578.9;pdtravdeep;time;-1;3600.21;14381.55;4503.0;pdtravthrd;uns;-1;2078.75;11813.40;4506.7;shiftbmc;time;56;3600.02;3599.21;462.1;truss;time;25;3600.21;10833.19;1988.4
oc8051gm4dacc;abcdeep;time;69;3600.02;28650.96;2260.0;abcsuperprove;time;-1;3600.06;42103.37;3485.3;avy;time;-1;3600.07;10793.35;1389.2;blimc;time;49;3600.06;3599.03;172.4;conpcheck;time;30;3600.02;10798.31;288.5;iimc;time;59;3600.08;28757.45;1253.0;iprover;time;95;3600.05;25344.43;107067.9;iproverdeep;time;47;3600.04;14490.67;80399.3;nuxmv;time;64;3600.09;14397.31;770.2;nuxmvbmc;time;65;3600.07;3598.89;527.9;pdtravdeep;time;-1;3600.19;14383.30;4463.7;pdtravthrd;uns;-1;2811.84;13656.72;5419.5;shiftbmc;time;48;3600.05;3599.37;356.9;truss;time;24;3600.13;10828.72;1882.4
oc8051gm58addr;abcdeep;time;1290;3600.11;28616.88;12278.9;abcsuperprove;uns;-1;56.51;494.03;1065.4;avy;uns;-1;160.95;634.58;710.9;blimc;time;81;3600.03;3599.36;252.9;conpcheck;time;171;3600.09;10798.07;924.5;iimc;time;617;3600.10;28752.34;2642.9;iprover;time;191;3600.07;24250.10;127702.3;iproverdeep;time;197;3600.04;14490.57;108272.9;nuxmv;uns;-1;410.46;1640.32;1029.5;nuxmvbmc;time;679;3600.03;3598.84;3006.3;pdtravdeep;time;-1;3600.54;13475.25;10926.2;pdtravthrd;uns;-1;401.19;1946.14;2491.0;shiftbmc;time;623;3600.05;3599.03;4269.4;truss;time;38;3600.15;10826.92;2223.8
oc8051gm59data;abcdeep;time;1145;3600.03;28621.86;12358.5;abcsuperprove;uns;-1;54.12;474.37;1048.9;avy;uns;-1;211.71;837.41;796.7;blimc;time;79;3600.10;3599.72;261.1;conpcheck;time;172;3600.04;10797.56;854.8;iimc;time;608;3600.13;28754.75;2614.7;iprover;time;219;3600.16;18082.23;127679.4;iproverdeep;time;232;3600.08;14481.48;109480.3;nuxmv;uns;-1;383.09;1529.12;1084.3;nuxmvbmc;time;669;3600.10;3598.91;3472.3;pdtravdeep;time;-1;3600.65;13473.89;11418.5;pdtravthrd;uns;-1;456.80;2041.97;2641.7;shiftbmc;time;652;3600.10;3599.10;2721.2;truss;time;36;3600.16;10827.61;2072.5
