benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
beemadd4b1;abcdeep;sat;15;18.28;133.95;365.3;abcsuperprove;sat;15;50.90;370.93;729.1;avy;sat;15;28.01;108.97;212.8;blimc;sat;15;14.88;14.09;10.2;conpcheck;sat;26;43.55;123.40;92.1;iimc;sat;20;3.87;22.39;58.1;iprover;sat;15;20.80;142.17;2412.6;iproverdeep;sat;15;29.71;115.69;2139.2;nuxmv;sat;15;28.30;112.54;120.6;nuxmvbmc;sat;15;28.13;27.57;44.5;pdtravdeep;time;3620;3600.17;13482.25;5826.2;pdtravthrd;sat;19;89.19;480.78;1433.5;shiftbmc;sat;15;17.87;16.88;29.9;truss;sat;15;27.15;105.07;165.5
beemandrsn6b1;abcdeep;time;5;3600.10;28755.21;1620.3;abcsuperprove;time;-1;3600.04;46443.04;3971.2;avy;time;-1;3600.09;14395.43;2058.5;blimc;time;6;3600.09;3599.53;93.4;conpcheck;time;4;3600.11;10798.85;274.7;iimc;time;4;3600.31;26676.31;4330.5;iprover;time;5;3600.03;25340.17;21633.3;iproverdeep;time;5;3600.05;14488.10;15941.6;nuxmv;time;5;3600.03;14397.20;737.4;nuxmvbmc;time;5;3600.11;3599.79;229.5;pdtravdeep;time;841;3600.38;13463.88;9756.3;pdtravthrd;time;-1;3600.54;24253.50;17311.9;shiftbmc;time;5;3600.02;3599.22;711.9;truss;time;4;3600.05;10845.87;1424.7
beemcmbrdg1b1;abcdeep;time;15;3600.11;28708.94;2823.6;abcsuperprove;time;-1;3600.07;46018.01;3881.4;avy;time;-1;3600.10;14394.71;2604.1;blimc;time;19;3600.02;3600.10;99.4;conpcheck;time;15;3600.09;10797.21;350.0;iimc;uns;-1;721.79;5757.08;1268.1;iprover;time;14;3600.11;21731.42;66191.3;iproverdeep;time;14;3600.09;10879.05;48197.0;nuxmv;time;12;3600.08;14398.02;938.4;nuxmvbmc;time;14;3600.08;3598.88;631.0;pdtravdeep;time;-1;3600.35;14375.32;14929.5;pdtravthrd;time;-1;3600.31;24569.07;11408.7;shiftbmc;time;15;3600.09;3599.29;800.8;truss;time;11;3600.06;10833.17;1727.2
beemcmbrdg1f1;abcdeep;time;28;3600.09;28787.94;1958.0;abcsuperprove;uns;-1;81.17;758.19;1010.2;avy;uns;-1;1892.41;7565.54;1624.2;blimc;time;32;3600.04;3599.41;73.5;conpcheck;uns;-1;740.65;2205.86;157.9;iimc;uns;-1;56.93;453.04;210.6;iprover;time;24;3600.08;21734.01;50709.0;iproverdeep;time;24;3600.07;12052.25;46577.3;nuxmv;uns;-1;70.87;282.86;183.1;nuxmvbmc;time;25;3600.04;3599.66;223.5;pdtravdeep;time;-1;3600.07;14389.31;3369.5;pdtravthrd;uns;-1;634.69;3792.49;2752.4;shiftbmc;time;29;3600.05;3599.27;826.1;truss;uns;-1;192.99;616.80;447.8
beemlifts3b1;abcdeep;time;27;3600.06;28492.09;6735.9;abcsuperprove;time;-1;3600.03;24940.70;3007.5;avy;time;-1;3600.09;14369.09;2273.3;blimc;time;28;3600.04;3599.38;319.1;conpcheck;time;20;3600.06;10798.73;354.0;iimc;time;33;3600.52;26657.36;6397.2;iprover;time;25;3600.09;18710.06;107055.6;iproverdeep;time;25;3600.05;9679.92;77591.4;nuxmv;time;14;3600.09;14398.58;3082.3;nuxmvbmc;time;24;3600.05;3599.18;2471.5;pdtravdeep;time;-1;3600.45;13403.25;11830.5;pdtravthrd;time;-1;3600.38;22179.80;16122.7;shiftbmc;time;26;3600.05;3599.34;1046.2;truss;time;17;3600.06;10836.87;1124.8
beemlmprt8f1;abcdeep;sat;36;3.40;13.31;353.0;abcsuperprove;sat;44;3.95;21.38;673.1;avy;sat;35;2.41;4.00;142.8;blimc;sat;24;81.63;81.39;16.8;conpcheck;sat;31;8.74;19.68;84.7;iimc;sat;28;3.00;15.21;53.4;iprover;sat;24;1258.46;8838.08;29739.2;iproverdeep;sat;24;1775.16;7131.43;24495.0;nuxmv;sat;24;105.73;419.30;192.6;nuxmvbmc;sat;24;226.09;225.53;108.0;pdtravdeep;sat;24;22.69;82.27;726.1;pdtravthrd;sat;33;6.11;26.86;978.5;shiftbmc;sat;24;291.97;291.47;141.7;truss;sat;25;17.76;67.57;149.2
beemptrsn4b1;abcdeep;time;26;3600.05;28775.69;2259.4;abcsuperprove;time;-1;3600.08;46468.31;5577.2;avy;time;-1;3600.10;14395.55;1646.3;blimc;time;43;3600.07;3599.52;111.2;conpcheck;time;16;3600.08;10796.67;430.4;iimc;uns;-1;36.88;290.17;216.2;iprover;time;26;3600.12;25350.04;48350.3;iproverdeep;time;23;3600.08;11794.17;43810.2;nuxmv;time;24;3600.11;14398.28;537.4;nuxmvbmc;time;24;3600.07;3599.40;318.4;pdtravdeep;time;-1;3600.39;14372.67;11094.6;pdtravthrd;time;-1;3600.37;24556.95;10559.5;shiftbmc;time;21;3600.09;3598.65;1024.7;truss;time;14;3600.10;10831.99;1757.5
bj08amba2g1;abcdeep;uns;-1;0.89;1.32;234.0;abcsuperprove;uns;-1;0.51;0.07;22.4;avy;time;-1;3600.11;3599.92;39.6;blimc;unk;1000;10.14;9.49;84.3;conpcheck;uns;-1;2.26;0.64;38.4;iimc;uns;-1;0.42;0.00;0.0;iprover;uns;-1;1.60;4.57;430.8;iproverdeep;time;2250;3600.06;7248.65;58911.6;nuxmv;uns;-1;0.30;0.00;0.0;nuxmvbmc;unk;1001;0.65;0.05;0.0;pdtravdeep;uns;-1;629.82;2493.04;807.5;pdtravthrd;uns;-1;1.13;0.75;324.2;shiftbmc;unk;1000;0.35;0.08;16.1;truss;uns;-1;0.74;0.00;0.0
bj08amba2g4f3;abcdeep;sat;10;1.72;2.03;261.6;abcsuperprove;sat;145;1.25;0.74;540.5;avy;sat;10;2.44;2.06;141.0;blimc;sat;10;5.96;5.29;18.4;conpcheck;sat;10;4.78;7.85;99.4;iimc;sat;10;2.62;10.08;182.5;iprover;sat;10;34.05;230.38;7062.5;iproverdeep;sat;10;35.49;138.07;4348.1;nuxmv;sat;27;0.59;1.20;151.9;nuxmvbmc;sat;10;1.54;0.95;62.4;pdtravdeep;sat;10;4.98;5.26;644.1;pdtravthrd;sat;28;7.05;21.68;1124.9;shiftbmc;sat;10;3.22;2.58;42.8;truss;sat;10;2.01;3.61;194.1
bj08amba3g1;abcdeep;uns;-1;0.80;0.52;165.6;abcsuperprove;uns;-1;0.74;0.11;34.8;avy;time;-1;3600.07;3598.80;26.0;blimc;unk;1000;83.40;82.69;1061.2;conpcheck;uns;-1;2.84;1.24;34.3;iimc;uns;-1;1.03;0.04;27.6;iprover;uns;-1;6.86;42.40;1943.7;iproverdeep;time;2099;3600.03;10870.18;71490.8;nuxmv;uns;-1;0.45;0.04;11.4;nuxmvbmc;unk;1001;0.81;0.05;28.2;pdtravdeep;uns;-1;634.42;2531.39;807.5;pdtravthrd;uns;-1;1.40;0.81;370.5;shiftbmc;unk;1000;1.34;0.69;21.8;truss;uns;-1;1.04;0.73;92.5
bj08amba5g62;abcdeep;uns;-1;1.67;1.19;241.1;abcsuperprove;uns;-1;1.25;0.39;59.4;avy;time;-1;3600.08;3598.39;42.6;blimc;time;764;3600.04;3599.22;4042.9;conpcheck;uns;-1;2.78;2.05;60.2;iimc;uns;-1;1.65;0.89;71.9;iprover;uns;-1;14.17;93.48;4312.9;iproverdeep;time;833;3600.04;7264.70;76634.7;nuxmv;uns;-1;1.59;3.15;221.8;nuxmvbmc;unk;1001;1623.86;1623.03;5663.0;pdtravdeep;time;4;3602.48;8755.04;62399.8;pdtravthrd;uns;-1;1.33;0.73;230.9;shiftbmc;unk;1000;2.80;1.98;24.2;truss;uns;-1;1.45;3.19;219.2
bj08aut82;abcdeep;uns;-1;8.00;0.88;176.0;abcsuperprove;uns;-1;0.32;0.07;28.4;avy;time;-1;3600.07;3599.91;42.6;blimc;unk;1000;1.36;0.68;16.3;conpcheck;uns;-1;3.09;0.25;62.4;iimc;uns;-1;1.00;0.00;0.0;iprover;uns;-1;1.24;2.14;318.3;iproverdeep;unk;3000;3052.08;9204.81;59509.0;nuxmv;uns;-1;0.11;0.00;0.0;nuxmvbmc;unk;1001;0.39;0.00;0.0;pdtravdeep;uns;-1;617.32;2453.37;806.7;pdtravthrd;uns;-1;1.28;0.78;437.3;shiftbmc;unk;1000;0.24;0.06;17.9;truss;uns;-1;0.78;0.00;0.0
bj08vendingcycle;abcdeep;sat;4;0.68;0.18;75.7;abcsuperprove;sat;4;0.66;0.11;36.1;avy;sat;5;0.83;0.11;22.4;blimc;sat;4;0.45;0.09;3.5;conpcheck;sat;13;2.18;0.15;67.8;iimc;sat;4;1.05;0.00;0.0;iprover;sat;4;1.71;4.40;407.8;iproverdeep;sat;4;1.10;1.75;250.2;nuxmv;sat;5;0.85;0.00;0.0;nuxmvbmc;sat;4;0.82;0.00;0.0;pdtravdeep;sat;5;3.22;0.98;458.6;pdtravthrd;sat;5;2.71;1.39;853.0;shiftbmc;sat;4;0.47;0.08;14.4;truss;sat;4;0.13;0.00;0.0
bob05;abcdeep;uns;-1;13.21;58.75;496.5;abcsuperprove;uns;-1;5.38;60.25;1113.9;avy;uns;-1;5.77;13.67;280.3;blimc;time;67;3600.09;3599.29;287.0;conpcheck;uns;-1;18.76;48.96;176.4;iimc;uns;-1;127.01;902.57;826.0;iprover;time;87;3600.75;17141.84;127682.9;iproverdeep;time;101;3600.06;14319.68;124769.3;nuxmv;uns;-1;34.18;133.16;546.5;nuxmvbmc;time;131;3600.12;3599.50;3105.4;pdtravdeep;time;-1;3601.05;14373.60;15810.4;pdtravthrd;uns;-1;63.21;304.79;2000.3;shiftbmc;time;345;3600.04;3599.06;1957.1;truss;uns;-1;375.96;1155.12;974.6
bob12s09;abcdeep;uns;-1;2724.27;21014.26;1780.3;abcsuperprove;uns;-1;205.67;2496.82;3446.2;avy;uns;-1;1934.12;7717.60;727.2;blimc;time;8;3600.02;3599.41;163.9;conpcheck;uns;-1;882.69;2640.89;217.2;iimc;time;9;3600.51;28124.94;5138.9;iprover;time;5;3600.11;25340.86;48354.8;iproverdeep;time;5;3600.11;14000.45;39901.6;nuxmv;time;7;3600.04;14396.28;1031.3;nuxmvbmc;time;8;3600.04;3599.15;408.4;pdtravdeep;time;-1;3600.49;14328.06;11626.7;pdtravthrd;time;-1;3600.60;23818.79;15691.4;shiftbmc;time;7;3600.06;3598.94;299.2;truss;uns;-1;1726.41;4985.56;751.8
bob2;abcdeep;uns;-1;7.43;1.15;262.9;abcsuperprove;uns;-1;0.56;0.10;35.3;avy;uns;-1;0.71;0.21;99.2;blimc;unk;1000;26.17;25.29;39.1;conpcheck;uns;-1;2.76;1.76;32.3;iimc;uns;-1;1.02;0.00;0.0;iprover;time;620;3600.43;22203.43;127643.7;iproverdeep;time;250;3600.05;14488.28;85967.2;nuxmv;uns;-1;0.82;0.05;0.0;nuxmvbmc;unk;1001;3.14;2.67;81.0;pdtravdeep;time;290;3600.10;7621.42;4157.3;pdtravthrd;uns;-1;1.80;2.99;879.3;shiftbmc;unk;1000;12.04;10.98;59.0;truss;uns;-1;0.80;0.06;35.3
bob3;abcdeep;uns;-1;13.54;43.22;390.7;abcsuperprove;uns;-1;0.69;0.11;43.8;avy;uns;-1;4.11;13.69;205.1;blimc;time;43;3600.08;3599.49;77.5;conpcheck;uns;-1;7.22;15.68;78.4;iimc;uns;-1;2.62;13.17;40.5;iprover;time;30;3600.06;24718.52;52602.2;iproverdeep;time;29;3600.04;12099.95;48723.2;nuxmv;uns;-1;3.26;9.73;91.3;nuxmvbmc;time;32;3600.07;3599.67;107.3;pdtravdeep;time;11;3600.03;14392.10;1024.4;pdtravthrd;uns;-1;3.39;14.54;1041.9;shiftbmc;time;38;3600.04;3599.42;250.8;truss;uns;-1;3.36;9.47;78.4
bob9234specand;abcdeep;uns;-1;7.97;1.18;263.0;abcsuperprove;uns;-1;0.23;0.11;22.2;avy;time;-1;3600.05;3598.30;37.2;blimc;uns;-1;0.36;0.10;2.8;conpcheck;uns;-1;2.46;1.97;64.7;iimc;uns;-1;0.34;0.00;0.0;iprover;unk;-1;1.11;0.00;11.1;iproverdeep;unk;-1;0.96;0.00;11.2;nuxmv;uns;-1;0.45;0.05;0.0;nuxmvbmc;unk;1001;4.54;3.67;239.8;pdtravdeep;uns;-1;1.24;0.58;58.6;pdtravthrd;uns;-1;1.44;0.59;58.6;shiftbmc;unk;1000;1.04;0.28;21.5;truss;uns;-1;0.99;0.00;0.0
bobcount;abcdeep;uns;-1;8.62;1.25;204.7;abcsuperprove;uns;-1;0.97;0.10;35.3;avy;uns;-1;0.45;0.52;130.7;blimc;unk;1000;31.29;30.59;29.5;conpcheck;uns;-1;2.35;2.05;64.9;iimc;uns;-1;0.05;0.00;0.0;iprover;time;1219;3600.23;15708.56;127687.2;iproverdeep;time;1148;3600.13;13208.78;127697.2;nuxmv;uns;-1;0.50;0.53;72.3;nuxmvbmc;unk;1001;16.87;16.56;64.9;pdtravdeep;time;9424;3600.10;14229.65;2579.3;pdtravthrd;uns;-1;0.81;0.76;362.0;shiftbmc;unk;1000;44.55;44.28;68.2;truss;uns;-1;1.14;0.33;35.4
boblivea;abcdeep;uns;-1;9.98;27.86;383.3;abcsuperprove;uns;-1;4.11;33.80;701.9;avy;uns;-1;2.65;8.80;159.7;blimc;time;194;3600.02;3599.91;88.0;conpcheck;uns;-1;7.37;16.57;81.1;iimc;uns;-1;6.70;49.82;72.1;iprover;time;60;3600.12;24500.87;82264.7;iproverdeep;time;54;3600.09;12775.62;64683.3;nuxmv;uns;-1;1.43;4.54;89.8;nuxmvbmc;time;410;3600.06;3599.59;724.2;pdtravdeep;time;-1;3600.74;13782.72;19187.4;pdtravthrd;uns;-1;8.12;44.28;979.2;shiftbmc;unk;1000;800.92;800.77;345.9;truss;uns;-1;6.70;22.69;103.7
boblivear;abcdeep;uns;-1;14.58;72.12;438.3;abcsuperprove;uns;-1;6.49;70.53;737.6;avy;uns;-1;3.81;12.92;182.0;blimc;time;215;3600.11;3598.67;86.8;conpcheck;uns;-1;23.85;64.49;95.1;iimc;uns;-1;4.90;33.20;58.1;iprover;time;63;3600.13;25332.38;107090.5;iproverdeep;time;60;3600.04;13511.75;87173.5;nuxmv;uns;-1;1.69;3.72;84.6;nuxmvbmc;unk;1001;778.35;777.51;295.2;pdtravdeep;time;-1;3600.28;13745.39;7667.5;pdtravthrd;uns;-1;28.71;168.21;1124.2;shiftbmc;unk;1000;594.81;593.90;423.2;truss;uns;-1;6.30;22.85;90.3
bobmiterbm1or;abcdeep;sat;0;1.45;0.24;48.6;abcsuperprove;unk;-1;1.11;0.10;31.4;avy;unk;-1;1.72;0.12;37.1;blimc;sat;0;0.96;0.30;3.9;conpcheck;sat;2;2.70;0.26;29.5;iimc;sat;0;0.92;0.00;21.0;iprover;sat;0;0.24;0.10;230.1;iproverdeep;unk;-1;0.62;0.00;11.5;nuxmv;sat;0;0.40;0.06;16.5;nuxmvbmc;sat;0;0.58;0.00;0.0;pdtravdeep;sat;0;1.38;0.60;58.5;pdtravthrd;sat;0;0.69;0.59;58.6;shiftbmc;sat;0;1.06;0.18;15.4;truss;sat;0;0.44;0.04;35.2
bobpcihm;abcdeep;time;25;3600.12;28665.76;3826.7;abcsuperprove;time;-1;3600.05;40988.30;8146.9;avy;time;-1;3600.12;14391.75;5803.1;blimc;time;34;3600.10;3599.57;144.1;conpcheck;time;92;3600.12;10798.63;365.5;iimc;time;117;3600.05;28762.44;1397.4;iprover;time;19;3600.09;24963.56;101955.9;iproverdeep;time;16;3600.02;14485.87;74271.0;nuxmv;time;90;3600.08;14398.84;1020.3;nuxmvbmc;time;23;3600.05;3599.45;430.2;pdtravdeep;time;-1;3600.26;14384.42;8074.6;pdtravthrd;time;-1;3600.42;18470.86;11375.2;shiftbmc;time;25;3600.09;3599.27;465.3;truss;time;141;3600.18;10828.07;2341.0
bobsm9234;abcdeep;time;115702750;3600.07;29790.19;17133.0;abcsuperprove;time;-1;3600.04;46439.31;8987.4;avy;time;-1;3600.08;14394.56;7620.8;blimc;time;34;3600.05;3599.46;90.5;conpcheck;time;51;3600.06;10796.99;311.8;iimc;time;432;3600.42;28192.63;4261.7;iprover;time;18;3600.08;25341.99;47790.7;iproverdeep;time;17;3600.04;13449.63;40827.5;nuxmv;time;192;3600.04;14397.50;573.4;nuxmvbmc;time;22;3600.07;3599.42;250.6;pdtravdeep;time;2;3600.11;14388.27;2108.4;pdtravthrd;uns;-1;2.29;2.13;237.2;shiftbmc;time;66;3600.12;3598.96;420.7;truss;time;455;3600.16;10831.64;1814.3
bobsmcodic;abcdeep;time;19;3600.05;28758.68;1328.7;abcsuperprove;uns;-1;701.45;11889.46;3071.9;avy;time;-1;3600.03;14387.73;3074.2;blimc;time;19;3600.09;3599.39;131.6;conpcheck;time;19;3600.04;10797.70;350.9;iimc;time;19;3600.06;28759.48;1503.8;iprover;time;19;3600.10;25340.32;116106.2;iproverdeep;time;19;3600.11;14485.58;75920.1;nuxmv;time;12;3600.09;14398.77;936.0;nuxmvbmc;time;19;3600.11;3599.48;499.5;pdtravdeep;time;-1;3600.64;14333.83;12504.7;pdtravthrd;time;-1;3600.22;25047.23;8207.5;shiftbmc;time;19;3600.02;3599.72;242.0;truss;time;16;3600.09;10826.62;1729.8
bobsmfpu;abcdeep;time;115515597;3600.07;29689.90;59242.3;abcsuperprove;uns;-1;12.04;163.13;1276.2;avy;time;-1;3600.04;14357.07;3529.1;blimc;time;3;3600.08;3598.99;133.2;conpcheck;time;8;3600.07;10799.28;415.1;iimc;time;14;3600.13;28630.50;2412.0;iprover;time;3;3600.11;25339.43;27885.2;iproverdeep;time;3;3600.04;14495.97;17515.5;nuxmv;time;3;3600.09;14398.28;896.4;nuxmvbmc;time;3;3600.10;3599.07;284.4;pdtravdeep;time;-1;3600.42;14187.73;10985.0;pdtravthrd;uns;-1;63.55;67.08;260.2;shiftbmc;time;24;3600.08;3599.26;781.4;truss;time;3;3600.04;10860.39;945.0
bobsmhdlc3;abcdeep;time;44;3600.10;28793.20;1925.4;abcsuperprove;uns;-1;1248.08;7000.10;1925.2;avy;time;-1;3600.09;14396.42;2146.3;blimc;time;47;3600.08;3599.44;92.6;conpcheck;time;36;3600.09;10799.26;291.1;iimc;time;38;3600.29;28123.22;3905.0;iprover;time;31;3600.09;25342.14;60292.1;iproverdeep;time;31;3600.10;14490.97;44379.0;nuxmv;uns;-1;2456.72;9825.70;562.8;nuxmvbmc;time;40;3600.11;3599.94;200.0;pdtravdeep;time;1;3600.11;14390.17;2772.2;pdtravthrd;time;-1;3600.60;25112.86;11585.5;shiftbmc;time;42;3600.10;3598.89;473.4;truss;time;78;3600.14;10828.85;2535.2
bobsmi2c;abcdeep;uns;-1;10.49;69.53;529.3;abcsuperprove;uns;-1;1.21;3.42;784.8;avy;uns;-1;10.84;40.81;321.7;blimc;time;36;3600.07;3599.91;89.2;conpcheck;uns;-1;29.16;82.29;89.5;iimc;uns;-1;18.66;139.77;114.2;iprover;time;14;3600.07;25335.66;54061.1;iproverdeep;time;14;3600.07;14490.84;41113.2;nuxmv;uns;-1;34.48;133.33;142.5;nuxmvbmc;time;21;3600.02;3599.41;218.5;pdtravdeep;time;-1;3600.07;14391.65;2729.9;pdtravthrd;uns;-1;7.48;32.11;1038.3;shiftbmc;time;22;3600.03;3599.43;535.1;truss;uns;-1;33.23;129.01;312.7
bobsmminiuart;abcdeep;time;3076;3600.05;28746.52;23997.4;abcsuperprove;uns;-1;2183.24;26352.47;17684.1;avy;time;-1;3600.04;10797.89;20849.4;blimc;unk;1000;3293.96;3293.02;670.3;conpcheck;time;1000;3600.08;2410.38;293.3;iimc;uns;-1;2014.66;16101.79;1309.7;iprover;time;362;3600.08;16896.90;127683.6;iproverdeep;time;295;3600.08;11908.89;117234.5;nuxmv;time;2909;3600.10;14395.32;1246.2;nuxmvbmc;unk;1001;173.06;172.46;270.0;pdtravdeep;time;8;3600.25;13484.70;10051.9;pdtravthrd;time;-1;3600.52;24525.41;11964.3;shiftbmc;unk;1000;411.51;411.02;211.0;truss;time;3095;3600.24;10829.39;6768.4
bobsynth13;abcdeep;sat;0;1.20;0.72;96.9;abcsuperprove;sat;0;0.38;0.22;45.6;avy;sat;0;1.91;1.02;30.1;blimc;sat;0;0.78;0.19;4.1;conpcheck;sat;0;2.48;2.05;63.3;iimc;sat;0;0.24;0.00;0.0;iprover;sat;0;1.34;1.93;399.6;iproverdeep;sat;0;1.15;1.35;254.3;nuxmv;sat;0;0.28;0.08;21.8;nuxmvbmc;sat;0;0.70;0.06;31.9;pdtravdeep;sat;0;2.91;1.82;530.6;pdtravthrd;sat;0;3.72;2.53;956.5;shiftbmc;sat;0;2.41;1.98;25.4;truss;sat;0;1.52;0.68;116.8
bobsynthand;abcdeep;uns;-1;1.97;1.57;478.4;abcsuperprove;uns;-1;0.55;0.12;36.5;avy;time;-1;3600.07;3598.41;33.8;blimc;uns;-1;2.55;2.19;9.3;conpcheck;uns;-1;2.19;1.96;69.4;iimc;uns;-1;0.78;0.00;0.0;iprover;unk;-1;1.34;0.14;264.6;iproverdeep;unk;-1;1.15;0.12;160.8;nuxmv;uns;-1;1.21;1.20;166.9;nuxmvbmc;unk;1001;73.58;73.26;4196.0;pdtravdeep;uns;-1;1.13;0.59;58.6;pdtravthrd;uns;-1;0.95;0.59;58.5;shiftbmc;unk;1000;3.35;3.28;37.3;truss;uns;-1;0.61;0.60;99.2
bobsynthor;abcdeep;sat;2;1.45;0.71;97.0;abcsuperprove;sat;2;0.84;0.54;46.6;avy;sat;2;2.38;1.63;35.6;blimc;sat;2;2.33;2.19;9.4;conpcheck;sat;3;2.92;1.96;88.4;iimc;sat;2;15.65;17.04;219.4;iprover;sat;2;9.17;54.22;2849.3;iproverdeep;sat;2;8.33;29.86;1670.0;nuxmv;sat;3;0.95;0.42;23.8;nuxmvbmc;sat;2;0.67;0.16;55.8;pdtravdeep;sat;2;4.59;3.28;658.2;pdtravthrd;sat;2;5.65;11.19;1269.5;shiftbmc;sat;2;3.69;2.79;35.2;truss;sat;2;0.89;1.29;168.5
bobtuint24;abcdeep;sat;0;0.48;0.15;44.1;abcsuperprove;sat;0;1.11;0.12;35.4;avy;sat;0;0.92;0.24;23.1;blimc;sat;0;0.99;0.38;3.3;conpcheck;sat;2;2.15;0.55;64.5;iimc;sat;0;0.91;0.00;0.0;iprover;sat;0;0.84;2.15;424.6;iproverdeep;sat;0;1.22;1.32;256.3;nuxmv;sat;0;0.53;0.00;0.0;nuxmvbmc;sat;0;0.83;0.00;0.0;pdtravdeep;sat;0;2.48;0.87;457.3;pdtravthrd;sat;0;0.99;1.19;625.0;shiftbmc;sat;0;0.79;0.28;20.3;truss;sat;0;0.59;0.00;0.0
bobtuttt;abcdeep;sat;27;21.37;136.17;588.2;abcsuperprove;sat;53;10.09;79.27;980.1;avy;sat;27;50.70;194.51;503.5;blimc;sat;27;87.56;86.88;39.0;conpcheck;unk;25;273.20;802.53;226.4;iimc;sat;27;41.57;311.49;645.8;iprover;sat;27;203.89;1426.49;18114.7;iproverdeep;sat;27;202.91;810.96;11092.5;nuxmv;sat;27;76.91;304.05;421.9;nuxmvbmc;sat;27;65.83;65.05;211.7;pdtravdeep;sat;28;72.43;250.00;1445.3;pdtravthrd;sat;807;80.78;471.32;2122.6;shiftbmc;sat;27;41.99;41.37;151.2;truss;time;26;3600.15;10828.20;2248.0
bobunr2p10d40l;abcdeep;uns;-1;1.60;1.74;227.3;abcsuperprove;uns;-1;0.94;0.30;457.2;avy;uns;-1;1.58;1.03;58.6;blimc;time;295;3600.02;3599.21;362.1;conpcheck;uns;-1;3.01;1.96;79.6;iimc;uns;-1;2.85;4.27;153.5;iprover;uns;-1;2.35;13.15;1040.9;iproverdeep;unk;2;7.40;12.92;700.8;nuxmv;uns;-1;2.34;6.07;238.8;nuxmvbmc;unk;1001;1070.27;1069.57;4116.9;pdtravdeep;s11;3277;2687.01;9514.97;35993.9;pdtravthrd;uns;-1;20.02;48.14;1069.8;shiftbmc;unk;1000;146.87;145.87;892.4;truss;uns;-1;1.62;1.94;178.9
brpp1;abcdeep;sat;3;0.82;0.14;48.6;abcsuperprove;sat;3;0.69;0.12;35.7;avy;sat;3;0.75;0.15;41.5;blimc;sat;3;0.48;0.30;3.7;conpcheck;sat;8;2.91;0.45;66.9;iimc;sat;3;1.14;0.29;31.1;iprover;sat;3;1.01;4.50;509.4;iproverdeep;sat;3;1.86;2.51;273.5;nuxmv;sat;3;1.01;0.11;76.2;nuxmvbmc;sat;3;0.53;0.04;15.4;pdtravdeep;sat;3;2.89;1.13;472.0;pdtravthrd;sat;3;1.98;2.91;881.6;shiftbmc;sat;3;1.10;0.18;19.5;truss;sat;3;0.82;0.00;0.0
cmudme2;abcdeep;uns;-1;924.19;7328.78;2025.8;abcsuperprove;uns;-1;3.93;34.67;789.4;avy;uns;-1;137.34;546.89;966.7;blimc;time;105;3600.06;3599.24;103.2;conpcheck;uns;-1;923.54;2129.23;159.5;iimc;uns;-1;2.13;13.04;46.8;iprover;time;74;3600.07;25340.17;83692.3;iproverdeep;time;68;3600.02;14486.46;70417.0;nuxmv;uns;-1;180.64;721.34;187.2;nuxmvbmc;time;95;3600.11;3599.65;268.3;pdtravdeep;time;-1;3600.15;14387.80;2727.5;pdtravthrd;uns;-1;3.77;10.58;927.2;shiftbmc;time;105;3600.12;3599.11;382.1;truss;uns;-1;58.96;203.27;325.1
counterp0;abcdeep;sat;9;7.64;0.14;63.7;abcsuperprove;sat;9;0.50;0.11;35.0;avy;sat;17;1.16;0.20;99.7;blimc;sat;9;1.02;0.00;0.0;conpcheck;sat;20;2.37;0.10;67.4;iimc;sat;9;0.82;0.00;0.0;iprover;sat;9;0.61;1.57;389.4;iproverdeep;sat;9;1.12;0.95;244.7;nuxmv;sat;9;0.43;0.00;0.0;nuxmvbmc;sat;9;1.06;0.00;0.0;pdtravdeep;sat;9;2.62;0.91;454.0;pdtravthrd;sat;10;3.29;1.33;853.5;shiftbmc;sat;9;0.26;0.00;0.0;truss;sat;9;0.41;0.00;0.0
csmacdp2;abcdeep;sat;7;0.91;0.54;189.0;abcsuperprove;sat;7;1.32;0.19;380.7;avy;sat;7;1.62;0.45;107.0;blimc;sat;7;2.35;2.20;6.6;conpcheck;sat;7;4.36;7.89;87.5;iimc;sat;7;1.75;2.25;77.6;iprover;sat;7;8.09;52.21;2161.1;iproverdeep;sat;7;6.91;25.38;1097.9;nuxmv;sat;7;0.99;0.51;114.9;nuxmvbmc;sat;7;0.75;0.17;39.9;pdtravdeep;sat;7;3.63;2.46;528.4;pdtravthrd;sat;7;6.38;19.26;1031.3;shiftbmc;sat;7;1.64;0.78;21.8;truss;sat;7;1.16;0.71;100.1
